card_type,issuing_bank,card_number,issue_date,expiry_date,billing_date,credit_limit
Diners Club International,Diners Club,30243031870405,42461,43556,14,81100
Diners Club International,Diners Club,30959800861651,40878,41974,22,114700
Japan Credit Bureau,JCB,3575254408558270,42522,44348,7,189900
Visa,Chase,4998950212681910,39203,43952,1,32200
Japan Credit Bureau,JCB,3565714790979880,42826,47209,27,13100
Japan Credit Bureau,JCB,3542009052886250,42370,45292,9,194700
Diners Club International,Diners Club,30065582173719,42125,42491,11,126100
American Express,American Express,370257435278047,39448,42736,4,133500
Diners Club International,Diners Club,30939804646902,41030,43586,20,52000
Master Card,Citibank,5251288275711800,40210,47515,24,86200
Japan Credit Bureau,JCB,3557004251262030,43070,50010,7,74600
Diners Club International,Diners Club,30483244966380,41518,42248,16,164900
Discover,Discover,6011593056703270,42522,48000,12,20100
American Express,American Express,374790461717146,42826,43556,21,58600
Diners Club International,Diners Club,30135780059562,41030,42491,13,135300
Master Card,Bank of America,5468258369479490,40878,43800,5,163100
Master Card,Citibank,5380174528547830,41579,45597,3,137900
Master Card,Bank of America,5455906977615600,40483,47423,9,100900
Japan Credit Bureau,JCB,3569322020772350,41730,45017,27,143700
Discover,Discover,6509693307842240,41852,44044,5,143100
American Express,American Express,343704545265814,41609,44166,24,47800
Japan Credit Bureau,JCB,3584091375231060,39234,40695,4,154900
Discover,Discover,6011837776558090,39387,42309,6,126400
Japan Credit Bureau,JCB,3545282232565730,41334,45352,4,97000
Master Card,Citibank,5312682969499380,40057,40787,24,140900
Discover,Discover,6229071608220360,43009,48488,15,155300
Diners Club International,Diners Club,30015224205957,39173,40634,3,145100
Discover,Discover,6011884960655260,42278,45566,14,127300
Diners Club International,Diners Club,30214422403361,42401,48976,14,113500
American Express,American Express,346989868403509,41944,45231,24,27000
American Express,Bank of America,346407580932762,40452,47392,14,114200
Visa,Chase,4254474037069510,41275,47849,2,141400
Master Card,GE Capital,5106366347223740,42370,42736,13,73900
Discover,Discover,6011180285008450,39264,43647,16,143000
Visa,Chase,4142058056014960,39569,40664,10,97400
American Express,USAA,345178887359055,39904,42461,2,162600
Master Card,Capital One,5192056634591070,42736,49675,2,38200
Diners Club International,Diners Club,30130673435508,42795,48639,26,119800
Visa,Chase,4566839018363510,41579,42675,2,122600
Japan Credit Bureau,JCB,3549280555429670,40299,42856,20,98100
Visa,Bank of America,4132848147142300,41183,41913,28,60600
Master Card,Citibank,5293310779773590,41000,48305,13,96800
Master Card,Citibank,5390933662495390,40634,41730,17,56800
Master Card,Wells Fargo,5482379520641000,40118,44866,26,55200
Japan Credit Bureau,JCB,3547260926729270,41609,48183,7,195200
Discover,Discover,6011084592179000,42767,43862,25,165900
Diners Club International,Diners Club,36378013216534,39295,41852,15,32100
Diners Club International,Diners Club,30100727523641,39387,40848,11,15000
Master Card,Bank of America,5223511042450450,42979,44805,16,195700
Master Card,Capital One,5415784115781250,42644,48488,16,12800
Visa,Chase,4373188938603000,41852,46966,21,112100
Visa,Cabela’s WFB,4644655021219610,39142,45352,1,25900
Visa,Chase,4513717738532330,42125,43952,9,66500
Discover,Discover,6528458272713930,41760,43221,18,165500
Visa,Wells Fargo,4682576121890060,42248,48092,2,173100
Master Card,Citibank,5459978374705920,39173,39904,21,87700
Visa,Cabela’s WFB,4569997445365550,42005,44562,13,25200
Japan Credit Bureau,JCB,3580818899439180,39814,46023,2,51100
Discover,Discover,6011965720656990,40575,41671,26,57700
Master Card,Chase,5456089970351610,42156,46905,26,160100
Visa,Capital One,4834437380763470,40634,46113,10,49000
Discover,Discover,6011159387579410,39417,40148,9,66700
Discover,Discover,6528923085030490,42370,44927,16,50000
Visa,Chase,4985157568948870,40634,45748,26,158900
Master Card,U.S. Bancorp,5431207349995140,39692,45536,22,88400
Discover,Discover,6228183866337350,43070,47818,28,128500
Diners Club International,Diners Club,30174145339708,41487,46600,13,156300
Diners Club International,Diners Club,38322331733521,39783,44896,19,84500
Japan Credit Bureau,JCB,3544648505988090,42491,47239,5,42900
Diners Club International,Diners Club,30254276341275,40848,48153,8,82900
Japan Credit Bureau,JCB,3538144147451720,41214,44136,21,40700
American Express,American Express,378505907370730,39356,42644,23,48500
Visa,Chase,4340635219418720,42917,48396,6,185700
Diners Club International,Diners Club,30900129212564,40909,46388,2,38200
Visa,Chase,4412224937903310,39114,45323,1,84100
Master Card,Citibank,5428980231675310,41183,45931,9,22200
Japan Credit Bureau,JCB,3534528667209020,39753,45597,8,151500
American Express,American Express,372236302957402,41821,44743,17,117100
American Express,American Express,378468150347535,42401,43862,1,183500
American Express,USAA,341458486536251,43009,46661,23,160200
Japan Credit Bureau,JCB,3570249493104230,39114,40575,2,63500
Diners Club International,Diners Club,30301072868959,40695,42887,28,161800
Visa,Citibank,4625508482229320,42186,42917,4,34600
Diners Club International,Diners Club,36086763163901,40210,47515,22,124100
Visa,Chase,4869870439864040,39873,43891,25,114300
Diners Club International,Diners Club,36049039661132,40756,41122,17,42400
Visa,Citibank,4462602035110410,43070,47088,6,137600
Discover,Discover,6011953371381420,42278,47392,23,107800
Diners Club International,Diners Club,30344743359537,39934,45047,5,43700
Master Card,Capital One,5371610143812600,42522,44713,15,120900
Diners Club International,Diners Club,30067550133626,39692,45170,27,46500
Visa,Citibank,4299876985924560,40787,44440,21,142800
Discover,Discover,6011461932068610,40148,41609,27,25300
Japan Credit Bureau,JCB,3547637997766470,39995,46204,25,33700
Japan Credit Bureau,JCB,3572314223378370,42887,43983,1,64900
Visa,Chase,4992947975627480,40544,45658,23,143700
Diners Club International,Diners Club,30372334987473,40422,47362,27,157700
American Express,American Express,340034677728378,39295,42217,26,164600
Discover,Discover,6011877399184070,42095,49035,24,86200
Diners Club International,Diners Club,30241702185145,41365,48670,28,129300
Master Card,Bank of America,5320258700390890,41061,41791,23,126800
Discover,Discover,6011281847949030,40391,42217,21,24000
Diners Club International,Diners Club,30085659560572,39904,43556,4,127200
Visa,Chase,4382383963175710,41244,44166,4,131400
Japan Credit Bureau,JCB,3581631413332090,42552,48761,11,185900
Discover,Discover,6011055721312860,40238,47543,13,39600
Diners Club International,Diners Club,30273072730093,41579,43040,4,189900
Japan Credit Bureau,JCB,3576972904940760,40483,47058,7,173900
Master Card,Bank of America,5178821574147860,42614,49919,21,118700
Discover,Discover,6011968683428430,41365,45383,6,24700
American Express,American Express,379069954315618,41122,48427,8,126000
Master Card,USAA,5178604312622450,40787,44805,16,20400
Diners Club International,Diners Club,39252717230678,39722,44835,25,61300
Master Card,U.S. Bancorp,5292021405769030,41306,44593,11,178100
Master Card,Chase,5110396564507530,40969,42795,8,67600
Diners Club International,Diners Club,30199878014939,39083,39814,5,176800
Master Card,Citibank,5324328330931930,39479,42401,12,79200
Discover,Discover,6011305624346670,39630,42186,27,52500
Japan Credit Bureau,JCB,3586779129236750,42248,48458,7,52100
Discover,Discover,6011243396370310,42401,42767,16,153800
Visa,USAA,4459068339991140,42767,48245,15,108300
Master Card,Chase,5349166385280160,39873,40603,14,19500
Visa,Chase,4368998257648740,39114,41306,6,20300
Discover,Discover,6011524386444740,39630,41821,18,85500
Visa,Cabela’s WFB,4347200317735750,41883,48823,26,93200
Discover,Discover,6481653515655050,41395,48335,1,53700
Master Card,Chase,5435055240222810,39904,41730,3,153400
Diners Club International,Diners Club,30974262338924,41791,46905,17,74300
Japan Credit Bureau,JCB,3545497293793390,42856,48700,22,98200
Diners Club International,Diners Club,30999361113548,40179,41640,18,138900
American Express,American Express,342794597205488,42552,43282,8,37900
American Express,American Express,372269082771743,42522,43252,1,170100
Diners Club International,Diners Club,30914031737055,41456,43282,6,141900
American Express,American Express,348690741101173,41548,44835,14,14600
Discover,Discover,6011356392127080,42948,44774,16,55600
Discover,Discover,6011219742102500,39356,45566,14,94200
Diners Club International,Diners Club,30511148957624,42522,43983,26,60400
Discover,Discover,6011085118206460,43009,47757,13,93000
American Express,American Express,347108829439671,41548,47027,13,120100
Diners Club International,Diners Club,30471127828421,42309,44866,14,75600
Master Card,Citibank,5180537186003220,42675,49249,25,142400
Visa,Chase,4419288199688680,40179,46023,24,197500
American Express,American Express,346421695839424,40269,41365,24,92200
Visa,Capital One,4869416942433940,41791,45809,23,112000
American Express,American Express,348146374924126,42552,45839,2,88000
American Express,American Express,376093352370366,42675,44136,24,161500
American Express,American Express,340862656953389,42979,44440,5,75800
Diners Club International,Diners Club,30506398983999,40603,44256,6,141400
Japan Credit Bureau,JCB,3567643574657330,42278,46296,7,125100
Discover,Discover,6011951015324630,41244,42705,6,104100
Japan Credit Bureau,JCB,3578564172450170,43070,44531,21,38400
Diners Club International,Diners Club,30137958428769,41579,48519,20,100800
Japan Credit Bureau,JCB,3567959145985500,41821,45839,7,20200
Visa,Barclays,4996299530572240,40087,45200,4,64500
Diners Club International,Diners Club,30019282429723,42125,43221,8,18800
Discover,Discover,6011107820661070,42125,44682,14,58300
Master Card,Citibank,5107085331962560,41699,42430,22,144400
Discover,Discover,6516363143383660,40513,43435,8,158700
Discover,Discover,6464231852671700,40269,46113,3,105400
Diners Club International,Diners Club,30266672030872,39630,41456,28,36100
Visa,Barclays,4868945938564900,42430,46082,20,96500
Japan Credit Bureau,JCB,3583716340476290,42339,43435,26,83600
Visa,Bank of America,4241841922047290,40634,41730,14,96300
American Express,American Express,376403582572139,42552,43647,23,194900
Japan Credit Bureau,JCB,3572525374746040,39661,46966,5,194400
Japan Credit Bureau,JCB,3580474687432990,40544,46023,28,88500
Discover,Discover,6011887174281250,41518,44075,6,48400
Master Card,Bank of America,5290262971006280,41579,42675,21,33200
Master Card,Bank of America,5137423606814080,42339,45261,9,152500
Japan Credit Bureau,JCB,3571791328759700,40756,45870,21,165800
Japan Credit Bureau,JCB,3538224119885440,42736,46023,21,70200
Diners Club International,Diners Club,30905730755018,42552,46935,2,188000
Diners Club International,Diners Club,30113756180597,41821,45839,2,80500
Diners Club International,Diners Club,39172133258501,40179,46753,28,164000
Discover,Discover,6229219152803820,42064,49369,14,190200
Master Card,GE Capital,5426116184561970,39904,46844,17,48900
Master Card,Barclays,5336698056530800,40238,46813,11,126000
Discover,Discover,6011209278427280,40299,40664,1,196400
Diners Club International,Diners Club,30249482895122,41487,42217,20,62100
Japan Credit Bureau,JCB,3574809760004920,42370,45658,27,177200
Master Card,Citibank,5143658488482690,42005,43831,18,119800
Visa,Cabela’s WFB,4496122904977870,40026,44774,16,109600
Master Card,Bank of America,5437488230472810,41306,44228,22,126100
Discover,Discover,6011513945187920,41944,42675,20,122000
Japan Credit Bureau,JCB,3582159100110650,40238,46082,3,130300
Discover,Discover,6506681952194590,40513,47088,4,101700
Diners Club International,Diners Club,30092327736170,40422,43344,20,26300
Visa,Chase,4465781850147720,42767,45689,14,78900
Japan Credit Bureau,JCB,3528153722884350,39264,41456,19,55000
Master Card,Capital One,5141659661078400,39479,40575,27,62700
Diners Club International,Diners Club,30147495191648,39995,45839,27,37400
Visa,Chase,4085339425721560,39722,40452,10,133900
American Express,American Express,374186544968048,42217,46966,2,40600
Diners Club International,Diners Club,30534303058160,40909,43101,6,75500
Master Card,Capital One,5196830884384010,40483,46692,12,94700
Discover,Discover,6011266022994800,40513,46357,16,89600
Master Card,Bank of America,5200864005833160,39845,42767,6,17900
Discover,Discover,6011945626085540,42430,43160,8,103100
Discover,Discover,6011590555271230,40026,42217,11,53200
Visa,Citibank,4964401304217020,39173,42461,21,39300
Visa,Chase,4224626016365140,39417,44531,10,87900
American Express,American Express,374036448874273,42583,42948,15,173000
Discover,Discover,6228013400681780,41699,45352,9,121200
Diners Club International,Diners Club,36005247556761,41852,42217,15,136200
American Express,American Express,347228933075805,39387,45231,3,172500
Visa,Wells Fargo,4058389252211810,42217,49157,14,198400
Master Card,U.S. Bancorp,5162744681922620,39934,42491,1,186300
Japan Credit Bureau,JCB,3560858298876610,40634,45748,3,194600
Japan Credit Bureau,JCB,3566124810318870,41244,42705,16,137800
Visa,Chase,4045094053114080,39995,43647,12,193000
American Express,Bank of America,372846465296958,40148,47088,9,122400
American Express,American Express,375353456272491,41487,48427,22,188700
Master Card,Citibank,5324899212344210,42491,49796,22,157700
Diners Club International,Diners Club,30930011023258,39295,45139,27,91700
American Express,American Express,370685477501241,42156,42522,23,184300
Japan Credit Bureau,JCB,3547606031081850,40603,42430,1,69000
American Express,Bank of America,343811155515568,42309,49614,28,153100
Master Card,Wells Fargo,5228614793483000,39083,40909,14,34000
Master Card,U.S. Bancorp,5395789938132940,42705,44896,12,45100
Visa,Cabela’s WFB,4846271526144290,42552,45108,18,89800
Japan Credit Bureau,JCB,3568882081131350,39479,45689,3,115700
American Express,Bank of America,349495885397820,40513,44166,9,20100
Master Card,Chase,5443567739439660,39356,46296,26,190700
American Express,USAA,341187332646804,42278,42644,6,139200
Diners Club International,Diners Club,30071661285069,39326,46631,10,110600
Master Card,Capital One,5349991427849100,42675,43770,6,25500
Discover,Discover,6011378836071180,42491,48700,25,23800
American Express,American Express,344296428494859,41395,46143,6,103700
Visa,USAA,4895625432010170,41913,42278,13,46000
Visa,Chase,4574810190813900,41030,45047,28,180800
Visa,Citibank,4055051775872370,41883,43344,15,136600
Master Card,Capital One,5433521508336860,40179,44197,15,81700
American Express,American Express,370822876567503,41275,44927,20,51600
Discover,Discover,6011424537416890,39692,40057,3,103500
Master Card,Bank of America,5346138258193930,40664,41760,20,186900
American Express,American Express,348222193550622,41426,41791,28,95500
Discover,Discover,6011263155894700,43009,45200,20,96400
Visa,Citibank,4691581810216550,39326,44805,12,144100
Master Card,Capital One,5245840794729420,43009,45931,9,65400
Diners Club International,Diners Club,30070824530742,42156,43617,10,119500
Visa,GE Capital,4022853880090770,40057,41518,2,94500
Master Card,Wells Fargo,5172629578609970,40210,42036,15,88200
Master Card,Barclays,5451612225604580,40210,47515,20,189600
Visa,Cabela’s WFB,4335483664830110,42370,47484,4,76200
Master Card,Bank of America,5493991216951910,41395,46508,18,131500
Discover,Discover,6011835696573140,41030,43952,21,76100
Diners Club International,Diners Club,30144510089956,41913,44105,3,23000
Visa,Chase,4716153501123670,42005,48214,27,188800
American Express,American Express,375791523445634,39845,46419,13,199000
Japan Credit Bureau,JCB,3528618531521080,42339,47818,6,183800
Visa,Chase,4178452530981350,42826,43922,10,98300
Diners Club International,Diners Club,38669833532870,42125,43952,19,137600
Discover,Discover,6011458692087890,40391,42217,17,179600
Master Card,Chase,5273713295034460,40422,41883,4,106600
American Express,American Express,346730530670970,40603,47908,22,126600
Japan Credit Bureau,JCB,3570882358484920,42705,48183,11,81100
Japan Credit Bureau,JCB,3582082131852290,41395,46143,27,170700
Master Card,Bank of America,5400912528395260,39569,45413,15,182200
Master Card,Capital One,5201980202294190,39934,46874,18,87800
Visa,Citibank,4337619087382520,40026,45139,19,91900
Visa,Chase,4201167580967020,42491,46143,5,170900
Master Card,Chase,5255200144930690,41791,44348,18,108300
Visa,Barclays,4671469008084230,41030,46874,25,143600
Master Card,Capital One,5384024435429710,43070,45627,10,185500
American Express,American Express,342551136518429,41153,41883,26,32100
Diners Club International,Diners Club,30321572928988,42522,43617,10,84200
Master Card,Chase,5152399768924590,40969,46082,23,48400
Japan Credit Bureau,JCB,3568794812625930,39326,46266,10,50800
Discover,Discover,6011609818332280,41122,46235,20,44000
Visa,Chase,4276798797851320,42736,43101,2,159100
Master Card,Bank of America,5442850002427090,41821,47665,13,25900
American Express,American Express,371382006852019,40026,46966,14,155400
American Express,U.S. Bancorp,343859176509839,42278,44470,22,53000
Diners Club International,Diners Club,30055335345094,40422,46266,13,85000
American Express,American Express,349662052239131,41183,45200,23,143100
Discover,Discover,6011723530546600,40513,44531,20,90700
Japan Credit Bureau,JCB,3554875516961060,43009,45566,12,100200
Visa,Chase,4178287204889390,40391,45139,23,51900
Master Card,Citibank,5126337220202570,42248,43344,14,61000
Discover,Discover,6011121484953140,40756,46966,5,142800
Visa,Citibank,4063460560813350,41426,46539,16,58500
Diners Club International,Diners Club,30996734298386,42036,47515,27,22800
Discover,Discover,6011392257825050,40118,47423,26,125900
Master Card,Bank of America,5297064036925870,39661,42583,24,78200
Discover,Discover,6011389205997670,40725,44743,23,27400
Visa,Barclays,4692492119582130,40634,41730,26,88700
Visa,Chase,4252460809218670,41426,48731,4,50900
Diners Club International,Diners Club,36729182828204,41671,43497,11,145400
Master Card,Chase,5304553266412900,42705,44166,12,24900
Diners Club International,Diners Club,30085042824081,42125,43586,15,156300
Visa,Bank of America,4709568908007160,42583,49522,17,36000
Diners Club International,Diners Club,30147886920209,39692,43709,8,63400
Discover,Discover,6564565964363320,42675,49980,12,170000
Master Card,Bank of America,5127795443307470,42339,44896,19,51500
Diners Club International,Diners Club,38137684965490,41944,47423,12,195900
Japan Credit Bureau,JCB,3535167684735370,40026,46966,12,38300
Japan Credit Bureau,JCB,3579116103121460,41091,46569,21,158300
American Express,American Express,348287501812352,39356,39722,4,74400
Diners Club International,Diners Club,30211111759954,40725,44378,14,186000
Diners Club International,Diners Club,30199466883786,42339,44896,5,157300
Diners Club International,Diners Club,30319782785115,43040,44136,11,48700
American Express,American Express,346116081051176,43040,47423,24,141100
Discover,Discover,6011854184377540,40057,40422,11,92200
American Express,American Express,346143838116318,40787,41518,26,108000
Master Card,Citibank,5306997581217780,39356,41548,4,116400
Master Card,Wells Fargo,5433473579545330,40391,44774,10,114500
Discover,Discover,6011242888068470,40575,46054,14,162900
Visa,Chase,4235630235114130,41640,43101,15,117300
Master Card,Capital One,5324431731463550,40360,42552,6,23100
American Express,American Express,370737953276622,41365,43556,1,156300
Diners Club International,Diners Club,30956305503986,40725,41456,8,17500
Discover,Discover,6011475461053740,41974,43800,20,11700
American Express,American Express,342305394073571,41609,48914,9,184100
Visa,USAA,4052949858236490,42614,49188,4,136400
Diners Club International,Diners Club,30357266373990,40603,47178,13,98500
American Express,American Express,346850857162250,41091,43647,10,152800
Master Card,Citibank,5444939644763620,40026,45505,3,180600
Discover,Discover,6222161144750560,40787,42979,11,169600
American Express,U.S. Bancorp,376724998343371,42644,46296,22,85300
Master Card,Barclays,5241516347661850,40695,48000,9,161800
Master Card,Bank of America,5462462953502520,42767,47880,6,174900
Diners Club International,Diners Club,36374548362117,40756,42217,13,41400
Visa,Capital One,4395247271441800,40603,43160,4,110600
Discover,Discover,6440458547334570,40940,46419,27,86300
Japan Credit Bureau,JCB,3559014503607200,39661,45505,3,84900
American Express,American Express,370088093264189,39569,46508,23,75300
Diners Club International,Diners Club,30388333482860,41091,41456,26,73900
Visa,GE Capital,4398502571831710,40422,46997,22,139400
Japan Credit Bureau,JCB,3579566409514600,40179,47484,9,84800
Diners Club International,Diners Club,30361696512912,42339,46357,28,118400
Diners Club International,Diners Club,30056755209828,39142,44621,8,71000
Master Card,USAA,5326617109561890,43040,49614,23,190800
Discover,Discover,6449890765846490,39173,41365,27,73500
Japan Credit Bureau,JCB,3569775520029480,39783,43070,15,130900
Discover,Discover,6011590306587340,39326,40787,25,49400
Diners Club International,Diners Club,30096934321797,42917,48030,8,23300
Visa,PNC,4845049690666170,40664,46143,3,149600
Japan Credit Bureau,JCB,3551771149605250,39417,40148,21,12900
Japan Credit Bureau,JCB,3541273127022370,41122,41487,14,82800
Master Card,Wells Fargo,5466981939682230,41275,46388,10,175900
American Express,American Express,346208313189963,41579,43770,15,167600
Japan Credit Bureau,JCB,3542762121163750,41730,43191,10,59100
Japan Credit Bureau,JCB,3578372288829490,40269,43556,18,173400
Visa,Chase,4615826581976470,43070,44166,15,30200
Diners Club International,Diners Club,30299446944771,40179,43466,3,18400
American Express,U.S. Bancorp,370557041336810,43040,49249,19,67500
Discover,Discover,6444647570887900,40330,42887,11,65100
Japan Credit Bureau,JCB,3559077938925920,39722,44105,28,189300
Master Card,Bank of America,5110092097700010,43040,47788,22,113000
Discover,Discover,6011440331644550,41030,41395,26,107800
Diners Club International,Diners Club,30403420759961,39083,42736,14,82200
American Express,USAA,376217392339343,39448,44197,19,112900
Diners Club International,Diners Club,36257954030049,40848,48153,15,73700
Master Card,Chase,5418259486697180,40391,44774,23,77400
Visa,Capital One,4586224675592590,41030,46143,15,90000
Visa,Chase,4354679111630070,42401,44228,14,195600
American Express,USAA,347211893696968,43040,46692,6,75800
American Express,Bank of America,371724413510518,40817,43009,21,134800
Japan Credit Bureau,JCB,3575080989149270,42036,49341,20,124500
American Express,American Express,378303593229497,43040,46692,15,94500
Diners Club International,Diners Club,30297036278535,39448,40909,6,94300
Visa,Chase,4569316067349950,41699,49004,23,47300
American Express,American Express,342341729881388,39873,44986,16,113400
American Express,American Express,348302745677535,41030,41395,20,96800
Visa,Chase,4372599786679060,43009,50314,21,174700
Japan Credit Bureau,JCB,3556136140373570,41214,41579,16,70000
Discover,Discover,6011127989015740,42948,48427,10,90900
Visa,Chase,4070320407737190,41883,42614,17,154900
Master Card,Capital One,5384830912322240,41699,45717,25,35500
American Express,American Express,374616542205811,40118,41579,4,181300
Visa,First National,4709628534886930,39569,40664,4,140300
Master Card,Bank of America,5293216205086280,41000,47939,18,115200
Master Card,Citibank,5252443835325160,39783,44896,26,127500
American Express,American Express,346329751450517,40725,47665,10,47900
Visa,Citibank,4507245471791750,39448,44562,28,57000
Visa,Citibank,4414394415916870,42005,44562,11,105100
Visa,Bank of America,4298491480793580,39600,46539,3,188400
Visa,U.S. Bancorp,4840057303743880,41760,44317,6,12800
Japan Credit Bureau,JCB,3545554582187700,41548,42278,11,26100
Discover,Discover,6226428431376830,41883,42614,13,17200
American Express,American Express,379523051667495,42186,45474,8,160400
Master Card,Wells Fargo,5497588187184800,39661,43678,8,62400
Japan Credit Bureau,JCB,3574719056989890,40118,44501,23,48700
Master Card,Chase,5241854464445730,42186,45474,2,82800
Visa,GE Capital,4563927929979790,41974,45261,18,96200
Visa,U.S. Bancorp,4100445180070070,40299,46508,19,137700
Japan Credit Bureau,JCB,3529062709559290,42736,49310,14,162700
Discover,Discover,6011910408774710,42705,47088,22,23900
American Express,American Express,377906579004634,39264,44013,5,78200
American Express,USAA,374542496405332,39326,40422,14,10500
Japan Credit Bureau,JCB,3543401644174890,41365,43922,24,97700
American Express,American Express,344500085459786,39661,45870,17,187800
Japan Credit Bureau,JCB,3558689055680240,41275,46753,19,12000
Diners Club International,Diners Club,30435533484897,39479,40575,25,90900
American Express,Bank of America,340773302416954,41395,47604,3,198400
Discover,Discover,6011450646924460,42979,45536,28,79600
American Express,American Express,347292409763765,40087,43739,14,43300
Japan Credit Bureau,JCB,3570083251207450,41365,46844,18,84400
Japan Credit Bureau,JCB,3569305877224930,42278,42644,27,118300
American Express,American Express,345900867026275,42278,42644,26,30000
Master Card,Citibank,5425084507820870,42856,48335,23,47900
Diners Club International,Diners Club,30161246092658,41456,48396,16,191600
Japan Credit Bureau,JCB,3538837206813100,39753,43405,17,91300
American Express,American Express,347562619368187,40544,47119,20,50900
Visa,Citibank,4945329508347880,42401,43497,22,60800
Diners Club International,Diners Club,30143216666968,40513,46722,5,108900
Visa,Chase,4514074030663110,40118,43770,25,75500
Diners Club International,Diners Club,30933450451162,39661,46235,27,159800
Visa,Chase,4380481181823270,40817,47392,26,37800
Diners Club International,Diners Club,30986419639038,40634,45017,19,113000
Diners Club International,Diners Club,36723933519295,42856,50161,25,175800
Visa,Capital One,4074947439917700,40118,44136,10,187500
Diners Club International,Diners Club,30484516208287,41730,46478,5,37900
Diners Club International,Diners Club,30090855929472,39417,46357,15,141900
Master Card,USAA,5472056019096660,40299,44317,13,118600
Diners Club International,Diners Club,30331959341762,39904,47209,20,33800
American Express,American Express,346619377410121,39448,46023,8,49600
Discover,Discover,6011176954059180,43040,46327,5,103200
Master Card,Bank of America,5486206583278370,39539,41365,25,59200
Visa,Citibank,4850825508429440,41487,48792,18,87400
Master Card,Capital One,5248310043966390,42644,45200,24,126400
Master Card,Bank of America,5274566686520880,41640,46753,9,178700
Discover,Discover,6537148545316300,42005,47119,18,141200
Discover,Discover,6011631765938620,39234,39600,1,158600
Visa,Chase,4673094150287030,41609,46722,4,91200
Visa,Chase,4255191368597300,40513,42705,17,42300
Master Card,Capital One,5464787635749580,41456,43282,8,130100
Visa,Citibank,4976542983794030,42614,48092,2,131400
Visa,Chase,4208914951399990,42095,43556,19,183800
Master Card,Chase,5245934045128900,41913,44470,18,145500
Diners Club International,Diners Club,30577200896349,41609,47453,10,133500
Diners Club International,Diners Club,30234533417944,41518,48823,16,49400
American Express,USAA,347573951264405,41579,45231,20,101100
Discover,Discover,6011857923484360,42614,47362,22,138500
Discover,Discover,6011462419181910,41548,45931,24,146400
Japan Credit Bureau,JCB,3558358792174960,40179,41275,24,73200
Diners Club International,Diners Club,30559735526310,41730,46478,4,61800
Diners Club International,Diners Club,30264077241392,42339,43070,13,82800
Japan Credit Bureau,JCB,3566315949871050,39264,41091,11,192200
Visa,Cabela’s WFB,4849636990986250,39142,46082,2,91600
Visa,Wells Fargo,4423651834758030,40909,48214,7,46300
Japan Credit Bureau,JCB,3588501510649770,41153,45536,28,156700
Diners Club International,Diners Club,30375830035093,42401,44228,27,167300
Visa,USAA,4558417834694750,42552,48761,5,171100
Discover,Discover,6011799166014130,41244,44166,18,166700
Master Card,USAA,5322324187323480,39417,40148,27,118400
Visa,Citibank,4844924273196070,40057,45536,7,123700
Visa,Citibank,4193098779559050,42309,47058,18,116400
Visa,Bank of America,4136391286928920,41548,48853,28,148900
Discover,Discover,6011011141523500,42675,44136,5,169700
Diners Club International,Diners Club,30941423640795,39904,44287,17,159100
Japan Credit Bureau,JCB,3564960130765170,43040,49249,23,83400
Japan Credit Bureau,JCB,3535726102379510,42887,48000,11,180300
Japan Credit Bureau,JCB,3560721478483020,40330,43617,14,105100
Master Card,Chase,5125934013487890,39114,42401,26,98400
Japan Credit Bureau,JCB,3547864121902880,39173,39904,11,160500
Discover,Discover,6011049953788910,40878,42705,13,149500
Japan Credit Bureau,JCB,3569992532861000,39326,45901,10,108900
Japan Credit Bureau,JCB,3580513268152960,40360,44378,9,79000
Master Card,Chase,5133600896078320,39934,43221,6,134600
Japan Credit Bureau,JCB,3529123323950200,40603,44256,24,135400
Japan Credit Bureau,JCB,3540755203328200,42156,45078,20,104100
Master Card,Bank of America,5219581595086280,40391,43678,19,14200
Diners Club International,Diners Club,30945076314111,40817,44105,8,97600
American Express,American Express,343255890979194,42887,47270,23,97400
Diners Club International,Diners Club,30035481311793,41426,42522,23,46500
American Express,American Express,345345792821509,40909,44562,7,85800
Japan Credit Bureau,JCB,3582808251036680,40575,47515,28,192200
American Express,American Express,370976073788385,39845,40575,13,171300
Master Card,Capital One,5484960899282120,42461,48305,15,128800
Master Card,Citibank,5275968582076130,42095,47939,13,161300
Master Card,Wells Fargo,5141195826614570,42461,47574,7,68500
Discover,Discover,6011933714512920,40544,47484,2,18500
American Express,American Express,371118662558601,42887,44713,14,82700
Diners Club International,Diners Club,30556983089348,41426,43617,8,117700
Visa,Chase,4217357546512450,39934,42491,20,175200
Diners Club International,Diners Club,30090688821136,40725,45839,1,18800
Japan Credit Bureau,JCB,3580229647515250,41699,44256,24,58400
Visa,Bank of America,4355540749952660,41214,45597,8,109100
Master Card,Bank of America,5164034116132290,41214,47058,28,170600
American Express,American Express,346764320669751,40026,40391,12,129500
Japan Credit Bureau,JCB,3563959868743040,39448,44197,12,25100
Diners Club International,Diners Club,30928603026598,39661,40391,6,102100
American Express,USAA,371780810248201,41334,42064,4,112600
Discover,Discover,6488536525905260,39753,44501,6,191600
Discover,Discover,6011659504304360,42125,45778,13,41400
Diners Club International,Diners Club,30313314729428,40269,45748,17,107300
Visa,Bank of America,4434736286155840,40057,41153,20,198900
Visa,Chase,4973805378438620,41395,47969,19,21400
Discover,Discover,6011543127577120,40940,43497,27,32200
Diners Club International,Diners Club,30595060696138,41518,43709,23,33900
